,AmazonReview,Response
792,well worth purchase pric,Positive
793,want another one cause im geeky lik,Positive
794,happy echo dots full size echo echo show also purchased additional dot year old grandmother recent update making possible drop open microphone room alexa product wonderful drop check nana also keep ear kids dogs matter ameven work use dots every bedroom use night background noise classical music audible books list feature super handy well stand fridge pantry add items shopping list rather write phone app also updates real time husband thinks something im store add pops right weve also installed nest thermostat,Positive
795,nest learning thermostat rd generation stainless steel works amazon alexa,Positive
796,links alexasespecially nice cold pa mornings want stay bed heat kicks plan adding additional alexa compatible welljust hard time deciding start,Neutral
797,complaint cant change name alexa computer husband works say computer lot house lol weve taken whispering pointing direction dont actually want someth,Neutral
798,although setting reminded beginning black mirror episode extremely nice able walk apartment say alexa im home overhead light turn also really nice able say alexa shuffle favorite playlist spotify crossdevice connection really amazing works well also really nice able say alexa friends becoming distant find difficult connect intimately significant possibilities endless,Positive
799,seriously though great little device makes life lot easier good range one perfect small apartment accurate hearing abilities well price worth extra ease comfort,Positive
800,id definitely recommend buying dont sort smart home devices like wifi plug bluetooth speaker philips hue system nest thermostat dont sort device connect much good siri,Positive
801,alexa actually useful thought would bought one try see like ability ask question without picking phone device great prime account amazon music even better find often asking alexa play station song linked prime account music plays without go phone surprised decent speaker echo dot expecting crappy small speaker really going rely connecting bluetooth speaker physical connection device works really well standalone speaker decent size room wouldnt trade nice speakers dots around house actually works fine never would foreseen buying multiple one see use one floor house music player device asking weather asking questions setting alarms adding things list making purchases using control alexa enabled devices definitely worth pric,Positive
802,quit working month day warranty unfortunately waited months activated already echo warranty goes purchase date activation date outta luck thanks amazon selling defective unit giving day warranti,Negative
803,let start saying already google home review echo dot lens comparing two yes know home compared regular echo think dot similar regular echo dot anyway fine review category give winner explain,Positive
804,voice recognition echo dot,Neutral
805,think google home okay microphones certainly think dot picks voice easier sometimes scream home get recognize voice also much easier dot say alexa however consequence dot randomly start recording often requires one wake word vs two google home dot also better picking voice lot background noise mus,Neutral
806,build quality google hom,Neutral
807,bit subjective prefer sleek look home versus look dot also prefer matte finish home versus shiny finish dot opinion shiny look makes look cheaper however dot built fine like many different physical buttons really appreciate button start recording feature wish hom,Positive
808,voice assistantsmart home connectivity depend,Neutral
809,use smart home features cannot speak functionality however google useful assistant use google play music listen music youtube use chromecast exclusive things home echo dot pulls music amazon service lot music cant hold candle millions upon millions songs google play music store youtube google home also better job search inquiries however still long way go useful looking phone however echo dot way skills google home like lot features like dot however need google compatibility dont care tons random features dot,Positive
810,sound quality home unless standalone speaker connect dot,Neutral
811,obviously home sounds better almost solely size however actually think dot sounds fine things prefer music played quietly songs keep home like volume certain songs quiet require push like however dot connected different speaker varies widely obviously connect nice bose speaker sound better home would certainly connect something halfway decent dont pick crappy speaker picked checkout line walmart worth time dot sounds fine th,Positive
812,overall usefulness personally couldnt use echo dot simply need music dot provide like compatibility chromecasts prefer look home anyway however appreciate value dot provides around sale including tax believe amazing value would fit well houses even businesses also like dots call think useful feature big houses also like connection amazon buy stuff get special d,Positive
813,honestly think families would benefit lying around house given price wont hurt bank account much,Negative
814,audiophile amazed good fidelity obtained new echo dot ii one reviewers suggested direct cable connection speakers vs bluetooth better normally agree hear differnce using bose mini soundlink ii speakers combination far outperforms larger echo fidelity undrestand new echo improved speakers next year bluetooth improved much last years beginning ignore collections cds lp,Positive
815,impressed echo dot ii order price steal setup pairing easy alexa app works echo echo dot access good music several excellent sources makes unecessary search cd lp collect,Positive
816,decent pair bluetooth speakers suggest pairing echo dot creates great sound system even alone speaker dot ok price cant bett,Positive
817,mounted around house control smart outlets switches works great turning lights onoff outside amp tvs lot skills added fun one fun one would rather year old likes use alexa checking time weather setting timers sets weekly alarm get school also set remind us bus drop sometimes thinks hears name says something like dont understand talk fast sometimes doesnt execute command overall works really well nice added firetv control multiroom audio although wish little integration apps multiroom audio could use work controlling volume levels personally think echo dot way go large one speaker cheaper use ampspeakers also smaller foot print one mounted bathroom cabinet drilling hol,Positive
818,actually bought husband christmas alexa insists talking set overheard wanted know newfangled thing spent money kinda give old coot early husband enjoys listening songs likes whining female singers showed easy echo dot use say alexa play alexa find song lyrics yada yadaor alexa wake hook,Positive
819,bedroom im constantly finding laying bed chatting alexa listens well plays whatever asks finds songs remember parts lyrics even wakes morning talks alexa alexa el cheapo mean husband even made sign music unlimited im waiting day calls alexa mistake know day coming im going file divorc,Positive
820,awesome hard part realizing dont shout creapily enough hear room also means shes listening recording everything say mean everything secrets keep mind figured though uncle sam already listening everything say every laptop every ipad every tablet every phone tvs addition voice activated remotes whats one thing lol,Positive
821,want try though im glad cool theres lots apps expand ask alexa im point yet making grocery lists using cooking ordering stuff super easy listening music finding stations answering questions youd normally go google find,Positive
822,read one different rooms also use walkie talkies gotten far yet look forward im waiting christmas go sale get least one room im impressed lot fun,Positive
823,remember though keep room home technology free talk private found bathroom works best time shower place discuss finances sensitive things know someones listen,Positive
824,love alexa lol,Positive
825,wow original amazon echo works great tall little echo dot powered micro usb fit anywhere extremely impressed product price point everyone get one check use mine control philips hue lights play free music amazon music many uses ive barely scratched surface devic,Positive
826,dont think anyone going compete product price long time well made looks nice white color dark gray top looks nice little table takes minutes set everything alexa app excellent product,Positive
827,also want mention built speaker doesnt sound bad want use background music loud works great also able send audio bluetooth bigger speaker line jack well could play music much larger stereo desir,Positive
828,amazing little hockey puck shaped miracle like many reviewers absolutely fallen love echo dot fact ordering one den experiencing music answers questions family games music quiz weather course automated wifi thermostat changes immediately ordered two echo dots bedrooms house one amazing handicapped relative falls things dark added geekbes smart plug lamp holler ahead alexa turn light also cant sleep well loves music set childrens music playlist cedarmont kids lulls sleep set routines turn outside christmas lights specific times another smart plug even grouped indoor smart plugs able turn onoff christmas decorations blessing everyone pair echo echo dot smart wifi thermostat honeywell rthwf currely amazon changed name thermostat air say alexa turn air turn either heat ac degrees degrees say turn air also say specific setting well echo dot amazing surprisingly im back today order fourth echo dot home office way unless extremely picky build speaker fine one room dont expect fill entire house one thing love way echo dot pairs fire tv stick say alexa find dynasty alexa play grace hulu even say alexa pause fire tv need snack break alexa play resume fire tv love love lov,Positive
829,alexa game changer first came siri gimmick occasional sometimes tool anything else googles assistant cortana thing came alexa combined power user friendliness siri noting precise commands access huge number verbalcommand driven apps existing content via amazon prim,Positive
830,mean visavis echo dot prime access ton musical content via amazon music toddlers young children little kids channel ability play songs barney elmo lullaby channel background white noise capabilities make echo dot must dont need better speaker purpos,Neutral
831,whats even exciting amazon building alexa add amazon music phone something almost good echo dot purposes carried car echo view great potential maybe even amazon creates payfor echo view app ios android folks use existing tablets function,Positive
832,great job amazon engineers alexa may nearly iphone big,Positive
833,terrible interface setup worst app use mind blowing terrible amazon would even think selling thing took forever set intuit,Negative
834,hour broke would recognize voice commands anymore worthless,Negative
835,buy another echo product,Neutral
836,amazon needs serious improvement junk,Neutral
837,ive seen almost skills worthless unless using echo control home lighting security use minimally kitchen shopping lists send text messages functions reasons purchase well pleased reviewing skills offerings cause feel bit uneasy admitting involved systemwhich unfortunate human intelligence would go long way developing potential devic,Neutral
838,first ill front parti received two free echo dots promotion preordered htc u phone sprint lets clear wanted phone badly htc evo fan bitterly disappointed stopped making evo would still using second generation one kid hadnt stuffed rug got stepped shattered u first model thats gotten excited since id bought matter echo dots nice bonu,Positive
839,okay dot,Neutral
840,first builtin speaker many commented sound quality music isnt great find fine listening alexas voice needed crank volume bit connected dot downstairs ijuke using aux cablevery simpleand paired one upstairs bluetooth speaker bought amazon little harder user error instructions dot made seem something special put pairing mode fact went automatically even though speaker feet away took tries find,Positive
841,second pretty responsive call downstairs dot named amazon phone alexa installed phone version doesnt ability renamed im stairs ask turn lamp goes rarely misunderstands however fouryearold speaks pretty clearly sometimes hard time getting dots understand want speak clearly things talk people phone living im used enunciating wife hand mumbles looking direction gets frustrated one understand amazon echo dots except,Positive
842,somy biggest question received could echo dots answer turns awful lot basic tasks right box connect ask time weather joke song story name want add functions need add something called skills basically apps alexa well easiest way download alexa app confused adding alexa phone phone device looking see whats available example happen keep chickens im fond little critters theres skill called chicken facts enabled skill ask dots give fact also enabled skills various news sources get report day headlines politics finance etc,Positive
843,connected spotify premium account alexa app set default music source listen music demand entertained hours one day home sick work asking songs different artists hadnt heard years echo upstairs dot obliged played every tune asked also plays lullabies daughter bedtime set sleep timer quietly ask stop falls asleep use timers alarm,Negative
844,far neatest feature ive found adding devices turn home smart home yes costs little extra worth wife ehlersdanlos syndrome sometimes getting moving around hard bought smart plug smart bulb turn lights upstairs downstairs started one floor going well plan adding voice controlled bet set timers controlled remotely alexa app app specifically devic,Positive
845,ive scratched surface echo dots honestly im glad im sure id bought one given chance part promotion know useful plan buying couple daughters room entice actually sleep shes room still kitchen etc also think parents might find valuable well price right especially prime day buying bulk possibilities endless,Positive
846,wow find calling alexa im even near itor even home fathers day total surprise gift son wife idea even anyones radarnot even mine brief consideration last christmas didnt high expectations easy surpass say blowing away even touch scary bit lifelike creepy ai sort waybut still cool dot dont even know full blown model surely take use months explore caution one tech crutch come rely kinda sad ten year old said good morning alexa day without even acknowledging presence also asks time goes truly able tell time least analog clock love wake stroll living room say alexa play music adjust volume alexa volume without ever touch switch dial button wow advent dvrs years ago remember habitually reached remote movie theater could rewind catch last line find self wanting say alexa next song every time im listening music anywhere im interested tune sad yet amazing fun barely touched possibilities alexa next review,Positive
847,love full size echo pay unlimited music use quite bit decided order echo dot bedroom could listen music going sleep really disappointed find pay another subscription fee get unlimited dot seems like ripoff speaker good sound quality less desired stated clearly opposed “hiding” fact need pay get unlimited music another echo product we’ll keep dot certainly put bad taste mouth prime member buys ton,Positive
848,wife asked prime day seems think need bluetooth speakers opted one instead full size echo figured could plug stereo better sound however also use stereo receiver home theater plugged receiver disables built speaker get audio unless either unplug dot receiver set receiver input input echo plugged watch tv plugged echo input cant hear respons,Positive
849,leave unplugged works fine dont use music curr,Positive
850,skills found useful harmony hub remote system works well turning turns tv receiver streaming device havent figured tell switch inputs lowerincrease volume turn activities nice turn tv receiver streaming device voice wish could,Positive
851,ive tried install skills far underwhelmed pizza hut skill allows order previous order need call pizza hut use app change ord,Positive
852,ive wait,Neutral
853,simple amazing technology nowadays amazon always innovating staying top technolog,Positive
854,new amazon echo dot says provides necessary information simply ask,Neutral
855,like much got second device add room able connect bluetooth speakers devices automate lots th,Positive
856,great job amazon,Positive
857,kept putting buying echo im glad dot everything echo smaller form factor price cheap enough bought twoone living room another bedroom dot actually sensitive enough could survived one wanted able control bedroom lights without shout dot living room two automatically work together select one closest speak like able get bed night saying alexa turn bedroom light even use wake want get earlier alarm clock would lot easier tell alexa wake reset alarm clock one day,Positive
858,im using every day everything playing music turning lights takes voice done sooner dot makes lot sense especially upstairs downstairs dont want yell downstairs add soap amazon basket great job amazon,Positive
859,already original echo use every day really enjoy thinking would nice functions smaller package bedroom one main things use echo listen prime music wasnt sure well dot would purpose think sound quality larger echo good,Positive
860,functions dot full sized echo dot clearly doesnt sound quality low price wouldnt fair expect sound offset ability attach dot via bluetooth either speakers headphones like found though want listen music bed reading sound dot still fine needs low volum,Positive
861,overall think dot excellent value small enough put almost anywhere really nice room many featur,Positive
862,lovehate relationship dot working think handy thing ever turning lights via smartplugs reading daily news answering questions giving occasional chuckle havent even begun tap potential ive run trouble smartplugs times dot doesnt recognize mumbling days others wifi routerwhich getting age replaced brand smart plugs using use smartplugs integrated quickly daily routine really irksome dot says cant find knew exactly last night,Positive
863,anyway feeling perhaps distinctlypronounced name would help renamed smart plugs couple days ago something think easier dot recognize since everything working ok thats quite relief looking forward figure stuff dot especially areas saving time effort,Positive
864,really bang buck get amazonbranded alexa device right,Positive
865,puts best microphones alexa service really affordable rather small devic,Positive
866,builtin speaker unit weak best thats ok geniuses designed hockey puck equipped ability connect external speakers rather easily even dont use headphone jack connect directly oldschool floor shaker speakeramp setup well plenty accessories available turn portable unit battery speakers use anywher,Positive
867,truly marvelous device two youre looking something office doesnt play loud builtin speaker fine want quite options disappoint like little hockey puck wont,Positive
868,theres reason amazons bestselling alexa devic,Neutral
869,wait daughter got patience get things connected im also greatgrandma gives shot age teen younger knows th,Positive
870,cyndi saved echo dot shes teenager came visit miles assumed probably didnt get christmas present going absolutely correct im far techie dont screens look im trying remember things read mainly didnt know heck heck differ,Negative
871,alexa getting used im actually enjoying choices bonus im tired choices tell shut love im process asking questions becoming fun smart wifi plug turns light come door need another one bet ill thinking could dangerous jumped airplane broke fingernail yes parachute back went solo firsts jump,Positive
872,bake great cookies case someone wants tutor live nebraska,Positive
873,given dot birthday present within days ordered second one smart electric outlet able listen favorite radio station left behind boston actually remember turn npr someplace car control bedside lamp recalcitrant switch,Positive
874,freelance writer lousy speller wonder ever got along without probably get spelling prompt five six times day occasionally use thesaurus feature well time multiple tasks simultaneously take stove timer call time middle night im wearing glasses would love help making phone calls wait update phone android system must lollipop rec,Positive
875,guess dozens little games fun things senior find facilitates lot things become difficult time consuming note device family room wifi router located responsive one bedroom bear mind distance may make difference effect,Positive
876,could remember seems appreciate really isnt necessary thank,Positive
877,get know alexa like bit attitude polite opinionated programmed find new things everyday keeps track need take medications shopping list tells weather local news morning asked tells good night way programed reads audible books amazoncom bedtime story kid great idea doesnt dishes vacuum floor world information trivia games much much problem set kept using old address broom colorado use tech support fix shes awesome want know distance two cities without picking cell phone keyboard want call someone without picking phone bet put phone help say call help would plus fell couldnt get back,Positive
878,still learning think well worth purchase pric,Positive
879,love amazon echo dot got one christmas excited set magic home bluetooth lightbulb works great step process set easily connected spotify account added couple fun skills weather dreammachine noises comedy central npr horoscope etc use everyday handy first wake groggily say alexa stop alarm fades away listen weather get flash briefing whats new news get ready work maybe ask play song pep night ask turn lights though ive noticed bit lag magic home lighbulb echos fault happens magic home android app planning getting another bt lightbulb overhead roomlightfixture overall great product sound quality great little thing initial voice set alexa understands even im dozing slurring words asking turn light,Positive
880,main echo since first days initial invitation buy sent absolutely love alexa use tons things daily lives hallway living room kitchen spend time added dot month ago bring alexa functions master bedroom,Positive
881,dot easy use big echo two connected music throughout house time also like intercom skill talk across house quickly one dislike tinny sounding small speaker n dot ive grown accustomed balanced clean sound big echo dot sound quality let music however reading news ordering starbucks reading audio books working alarm clock intercom smooth works fine especially like able control tv alexa voice commands cut cable cord stream via prime netflix hulu live alexa made searching specific show much simpl,Positive
882,darned handy gotten used ms alexa around decided one traveling hook watt home stereo woohoo dot replaced satellite radio compact disc players nearly massive collection mp files got running quickly enough measured seconds instead minutes seriously something like seconds done echo device series memorable spot history pop culture right cddvdvcrs cell phones gps unit,Positive
883,actual review sound seems improved original dot though could thought bad decided lose volume twisttop use buttons instead handy feature simple enough say alexa set volume turn updown use buttons also like new software recognizes multiple echo devices may exist one area able determine device closest spoken echo command stuff science fiction used mostly weather timers music news havent used echo devices run household nice know capabilities decide upgrade connected household items hvac lights alarm systems door locks garage doors etc,Positive
884,bought echo dots yesterday drove miles target nearest store stock didn’t want wait shipdelivery time we’ve working smart home years dot seemed like logical next piece quickly learned certainli,Positive
885,set far simpler quicker could imagine amazon great job know purchase skills even existed within short found understood enabled many skills believe use obviously included use security system wink cameras nest thermostat read reviews include fad useless think people definitely don’t smart home don’t understand wake check news weather every day rub sand eyes say “alexa good morning” responds cool piece info trivia ask local weather gives ask top news gives us lots well oh that’s turning lights “alexa bedroom lights ” responds “ok” sets lights ask set house temperature cooler warmer she’s got covered get b,Positive
886,bought set far husband plans moreguests get kick come stay yes technology moves quickly doesn’t mean update product every time there’s new version simply update softwarei’m sure we’ll get years use cool piece technolog,Positive
887,hope enjoy much we’re enjoy,Positive
888,update using echo dot weeks piece gear even better thought throughout house find sooooo handi,Positive
889,love road tripping due upcoming month think potential destination never write need created road trip list ask alexa add considerations list,Positive
890,appointments come phone calendar side house prob ios calendar tied alexa simply instruct add calendardone fast,Positive
891,availability skills impressive truly sound help drift sleep calls santa story game timeamaz,Positive
892,i’ve noticed impressive updates weeks we’ve hade echo well like adding personalized lists seems important lots folks including thanks amazon,Positive
893,something note alexa check contact list echos check settings may opening home people business contact showed list actually accessed audio home accident trying figure settings emailed let know chime make aware someone coming could missed misunderstood,Negative
894,im kind oldtimer first didnt think needed echo dot one dont know lived without feel way spite smart phone similar feature mean sits living room table waits quietly unobtrusively need alexa jumps action meet request kind feel like captain starship enterprise doubt heavy amazon shopper kindle book reader prime member makes experience better really surprised clear speaker smooth voice recognition course amazon makes claims dots little speaker hifidelity much much better expected want play quick song listen radio room speaker bad wont go many features second gen firetv stick even controls firetv including inportant pause play features closing well implemented product work,Positive
895,ahhh first smart home endeavor im tech nut bose soundtouch throughout whole house reason bought bose finally added integration alexa skills alexa shes told pet peeve wording capabilities commands bought sure mad bose amazon maybe need collaborate awkward say alexa ask bose play preset living room hoping alexa play shinedown radio spotify living room kitchen really option saying preset followed room name speakers defeats purpose intended use still get phone group speakers want play cool hopefully skill gets updated talk less robotic would also cool resume last group ie constantly link kitchen living room unless told otherwise soundtouch app would also great amazon allowed change default way play music default service right say alexa play shinedown radio plays echo dots speaker would say connect bluetooth quality sucks overall well worth look forward updates companies better experi,Positive
896,really loved device first months ready purchase collection big echo show etc however weeks ago echo lost ability pause play frustrating leave room tell pause want device able pick exactly left reenter say play instead restart program say sorry dont know play alternative nothing song podcast news briefing listening ive called customer service couple times first time told update device help second restore factory conditions help temporarily stopped working within hours nevertheless problem persists late return device likely expensive send anywhere fixed im thinking well ive already lost im going spend nearly next echo stops working months line theres way return repaired costeffective mann,Negative
897,bought number sale without tp link plugs theyre neat item start smart home situation ease use due hands free controls conveni,Positive
898,said sometimes listening skills flighty child repeat number times get attention point work great times pick noises somehow translate chosen wake word one example closed pantry door dot woke strange also interface smart home gadgets tenuous times lose connection tp link plugs andor harmony hub house setup verbal commands annoying lazy yes think purchased begin seek remotes push buttons tp link plugs manually also wish could play different music one time fighting son tries play music another room annoying although admit im sure number features ive discovered maybe complaints due ignor,Negative
899,otherwise drop feature wonderful one original purposes considered item shopping intercom system home found dots cheaper systems considering interesting features sold verbal commands working fullest extent meager knowledge happy could verbally connecting dot phone listen podcasts great starting random play list playing particular song learned recently asking dot play similar songs specific one chosen got around fact specific playlist requested exist,Positive
900,echo dot thing like dot price combined ability add existing entertainment systems love alexa really times accurate smarter siri main stream devices apple funny apple interfaces awesome siri horrible reverse hate android based os amazon devices tried one sent back week user friendly alexa awesome compared siri tech would vote go echo dot two dots one echo love taking echo pool shouting music want nice course settle debate right pretty nice alexa great conversions math especially nice cooking dont free hands amazon got right keep adding skills growing nicely service well moment windows one device test waters cortana supposed becoming similar device actually turned cortana device simply isnt us,Positive
901,time writing review may want wait heavy ms stuff simply love alexa dot heavy investment great job amazon team,Positive
902,ps never touched google product exception fixing friends broken chromebook screen basis comparision know would rather say,Negative
903,alexa ok google also kids young use devices play music alexa echo dot amazon made device good,Positive
904,techie troubled getting board smart watches voice everything grabbed dot cheap echo floored complexity yet usability thing totally shocked decent sounded going rattle windows really expected unusable background music really decent sound adding speakers learning connect gadgets vocabulary take little work really impressed many gadgets purchased one staying put hunt gadgets interfac,Negative
905,working flawlessly two days disconnecting roughly time bought people praise thing find similar issues bad excited us,Positive
906,thanks watching reading review amazon echo fact actually review many possibilities home automation got started home automation back october purchased nest smart thermostat followed purchasing amazon echo harmony hub home theaterav equipment started purchasing smart outlets use regular lights holiday season christmas light,Positive
907,shown video able control christmas lighting one command well control temperature house want watch listen tv stereo know ive scratched surface capabilities afforded echo purchase echo encourage keep eye amazon skills find even useful capabilities takes bit tweaking name activities devices get setup alexa good job completing request first tri,Positive
908,noted video following setup,Neutral
909,amazon echo nd generation echo dot nd gener,Neutral
910,nest thermostat rd gener,Neutral
911,logitech harmony hub controls tv apple tv receiver etc,Positive
912,tplink bluetooth receiver connected yamaha receiver audio input,Neutral
913,othway smart outlet,Positive
914,dekinmax smart outlet,Positive
915,hope found video review help,Neutral
916,fabulous little device become part every day lives echo dot starts cool novelty item daughter enjoys playing games getting facts jokes stories turned much ability shared lists different user accounts largest daily benefit wife see able better manage lists shopping lists go able add complete items lists simplifying life massive benefit easy control system home automation pieces ive added within home able verbally control lighting temperature electrical sockets single point instead individual phone apps extremely convenient function echo dots interfacing nest phillips hue wemo product seamlessli,Positive
917,extremely happy echo dots home highly recommend owning on,Positive
918,original echo came wanted one didnt want pay price bought mine less well worth price makes good stepping stone home automation really improves existing system home automated addition echo dot seamless like things like take bit messing around worked well set easy ability hear voice commands fantastic rooms say command also fast think many times works faster tablet remote commands sound adequate wasnt concerned listen music stereo set better computer speakers added improve soundvolume speaker works decent voic,Positive
919,alexa isnt good google voice variety questions well many ties amazon wel,Positive
920,amazes much th,Positive
921,little hockey puck ive mission automate hom,Neutral
922,knew one day would eventually live back future type homes never realized would today,Neutral
923,bought bundled tplink smart plug try amazon great deal figured notif didnt like wasnt big loss,Positive
924,turns whole family ended fun echo dot asking alexa every thing weather big universe favorite probably asking alexa play certain song playlist prime music librari,Positive
925,hooked tplink smart plug christmas tree lights kids blast asking alexa turn tree light,Positive
926,yup dot past weeks ive ordered echo plus bundled hue bulb ran special tplink smart plug two ridiculously low price fire stick fire tablet baby bought another dot gift another member household,Neutral
927,ive never owned amazon products never really real interest sit big hole pocket,Neutral
928,shame amazon putting great product,Neutral
929,wonderful little device alexa ask fart device full endless fun resources box works wonderfully gradually add enable various skills find device extremely handy ask recipes list ingreds fridge ask make add google calendar wont alert appointment kind crappi,Positive
930,complaint periodically ask alexa repeat sentences come clear example alexa whats calendar tomorrow alexa appointment eye doctor long pause pm alexa like jeff bezos answer long pause prime fortunately complaint contacted support instructed move close router power restart hard reset nothing worked yet great wifi signal current plac,Positive
931,please dont get frustrated young still learn,Negative
932,sometimes buy stuff want need deal one times figured i’d see alexaecho dot mean price bluetooth speaker serves lot purposes didnt work well probably would still given halfway decent reviews simply innovation price factor i’m trying say unboxed thing lowest expect,Positive
933,mind blown guys… mind blown thing controls thermostat car plays music need gives rundown news reads kindle books could order stuff don’t use feature etc live level townhouse sometimes need something car garage keys th floor alexa open car door far haven’t paired speakers use speakers strong enough pleases it’s cloud based continue improve time goes skills continue introduced making even awesome i’ll buy,Positive
934,works advertised received second dot today first one living room second one bedroom,Positive
935,setup breeze app sound great try bluetooth headset paired one say alexa volume low five medium volume etc,Positive
936,also paired wireless speaker jam touch volume speak alexa also want great sound connect sound system,Neutral
937,alarm goes definitely get b,Negative
938,considering another one kitchen also light bulbs keep losing remote lamps always away sit,Negative
939,getting set smart devices intriguing exciting time future dont delay buying item cant go wrong pric,Positive
940,set first time wifi remember router name password initial setup also download alexa app setup breeze follow screen instruct,Positive
941,bought sale black friday far it’s great alexa way future it’s cool far we’ve come technology alexa makes easy play music set reminders set alarm clocks buy items amazon gives great descriptions ask someth,Positive
942,funny thing everytime tell alexa “stop” want music end feel like would comment back “you stop idiot” lol it’s imagination find hilari,Neutral
943,setting echo dot simple easy obviously need wifi password alexa connect wifi it’s easy awesom,Positive
944,lastly like leave music play background noise dogs leave go school store stays hours great dogs don’t get bor,Positive
945,overall great product i’ll looking buy futur,Positive
946,guys ok bought echo dot sole purpose streaming music via wifi incredible vintage hifi setup beautifully effortlessly finding music amazon music iheartradio spotify etc started finding little useful tasks perform setting timers im cooking alarm clocks weather updates playing clips favorite talk radio shows bunches stuff,Positive
947,important thing change wake word alexa get ready computer thats right im freaking living star trek right starts guys even trek references humor hidden know find,Positive
948,ok stars remember said got stream music well done via aux rca cable plug aux cable disables units built speaker means im done streaming turn system remember unplug aux cable sound unit would like able aux output speaker function simultaneously great product,Positive
949,impulse buy part husbands eye roll confirmed id bought another frivolous toy well last night purchased second dot spousess upstairs office request insert wifely fist pump dot youll find referring great assistant alexa creates shopping lists give ontime reminders schedules appointments automatically show google calendar plays music gives weather forecasts answers trivia questionsand syncs smart phone negative setup advanced functions streamlined intuitive took longer thought requires patience also think add item shopping list calendar able remove asking alexa delete tells access alexa app phone tablet etc delete process easier opinion allinall spare echo dot makes great personal assist,Positive
950,dear evil geniuses amazon,Negative
951,thank much creating alexa one two semisentient beings home selective hear,Positive
952,husband doesnt know answers questions either randomly responds inappropriately also doesnt easily learn new skills congratulate convincing pay privilege purchasing miniature version husband,Positive
953,seriously though thing potential unfortunately get useful answers many things load skills ask alexa use correct skill wants constantly look remember name skills make darn thing work others noted answers correct percent time even basic questions sometimes result encyclopedia length answers quick response example humidity today instead simple answer receive looooong scientific response use music timers overall disappointment im glad spent dot instead buying echo originally plan,Positive
954,oh easy start using true plugandplay amazon announced new echo dot ordered right away fact ordered two holding one holiday gift son son thought going another gadget uses mine everyday see going want use room accessibility music great lots skills already built im looking forward discovering skills become available right mainly use playing music also handy able ask time foreign country often communicate overseas work family hooked dot good set bose speakers even without external speakers pretty good speaker hearing small room voice recognition amazingly accurate impressed wasnt interested earlier version echo tiny size dot sold lov,Positive
955,really like dot given one gift decided get smart light bulb use short later purchased two light bulbs another dot love inherent laziness turning lights voic,Positive
956,advertised work ifttt limited way custom triggers dont really work well cant set triggers affect alexa id love alexa start certain skills based criteria time day sending text message upon connecting particular device bluetooth,Positive
957,would also appreciate additional options wake words voic,Positive
958,last least set recurring reminders seems like basic featur,Positive
959,maybe could program people willing deal glitches bugs test new features something like windows insider program allows us try things may may make product,Neutral
960,basically alexa strong start smart devices lacks customizability would truly set apart smart home assistants anyone else develops one flexibility mind may drop alexa way many left ios android,Positive
961,love echo dot alexa really fun useful easy straight forward set takes trial error figure correct way phrase things love set reminders things talking set alarms timers play amazon music ask questions play games complaint made hold charge plugged time making pain move different locations rooms probably purpose youll buy dots hence packs packs speaker good enough youll using music lot youll probably want connect bigger better speaker get full echo better speaker attached also sell wireless speakers also charging docks make dot portable probably route ill go,Positive
962,wanted know exactly difference echo echo dot sound thats order get clarified echo awesome speakers love love love dot everything echo sound compare unless hook bluetooth sound bar one echo dotsboth dots connected bluetooth speakers room tried use using speakers something else like tv yet happy dont need echos every room need two dots wish could dots synchronize play play list every room dot echo play together like house central sound would awesome guess nsa cant hear whats going house clearly lol oh reminds unlimited music accounts one unit echos separate music accounts think cut people giving passwords stealing music understand amazons end end user side crazy play spotify third parties play lists premium accounts said use youtube mp converter saved music tracks imported amazon account play echo,Positive
963,picked dot days christmas promotion love still lot learn setup easy functionally dont know could get better like news briefing fact choose news source sound amazing dont connected speak,Positive
964,large family christmas eve could hear christmas music playing din voicesmany kids includ,Negative
965,dont bother checking weather smartphone anymorealexa gives current temperature plus days forecast instantli,Negative
966,amazing device didnt know needed wanted saw promotion price decided try great d,Positive
967,one kids got remote christmas although havent used yet expecting valuable addition dot,Positive
968,thanks amazon rock,Neutral
969,like others stated one products wont regret buying reading comparison dot echo torn buy considering lifestyle budget decided go dot upon first receiving didnt realize small wasnt negative aspect surprised perfect anywhere room tested going different parts room distance noise interference live right near main street dot still managed pick voice sound quality good considering size product set easy easy start toying around havent long cant say much changed life definitely love room like things discovered would highly recommend product anyone doesnt want put money bigger version first hear nothing good reviews concerning echo well someone might need surround sound speakers still wants everything else offer would right pick options control lights dont smart products compatible based quick responds would assume would also great justice best products sync,Positive
970,overall happy would purchase even might get bigger version futur,Positive
971,weve echo long time one first beta deal got cheap price use much thought ever would wife loves music math equations food measurement conversions weather news also controlling lights ecobee thermostat got echo dot must admit think like even bluetoothed bose mini soundlink sounds fantastic performs equally good full sized echo much smaller way cheaper got black friday price steal googe home seemed interesting less ability hook stereo bluetooth speakers dot seems better choice still get sale think excellent deal helpful entertaining family doesnt everything well cheap pric,Positive
